,,,,,Stock Code,,,,,,,,,
17843,22878,,,17843,,,,,,,,,,
13241,22870,,,13241,,,,,,,,,,
16024,22871,,,16024,,,,,,,,,,
17407,22872,,,17407,,,,,,,,,,
16445,22874,,,16445,,,,,,,,,,
16373,22875,,,16373,,,,,,,,,,
17260,22876,,,17260,,,,,,,,,,
13574,22877,,,13574,,,,,,,,,,
17435,22868,,,17435,,,,,,,,,,
16920,35815P,,,16920,,,,,,,,,,
13977,22882,,,13977,,,,,,,,,,
18110,22761,,,18110,,,,,,,,,,
18116,90081B,,,18116,,,,,,,,,,
15337,22942,,,15337,,,,,,,,,,
13898,22941,,,13898,,,,,,,,,,
13565,22943,,,13565,,,,,,,,,,
16904,22827,,,16904,,,,,,,,,,
16726,22884,,,16726,,,,,,,,,,
15065,22885,,,15065,,,,,,,,,,
15174,22828,,,15174,,,,,,,,,,
14197,22825,,,14197,,,,,,,,,,
16193,22777,,,16193,,,,,,,,,,
17981,22784,,,17981,,,,,,,,,,
15294,22780,,,15294,,,,,,,,,,
15370,22791,,,15370,,,,,,,,,,
14690,22830,,,14690,,,,,,,,,,
12790,22801,,,12790,,,,,,,,,,
15646,22792,,,15646,,,,,,,,,,
14718,22798,,,14718,,,,,,,,,,
16241,22800,,,16241,,,,,,,,,,
17070,22803,,,17070,,,,,,,,,,
17767,22968,,,17767,,,,,,,,,,
12475,22779,,,12475,,,,,,,,,,
12411,22889,,,12411,,,,,,,,,,
16863,22880,,,16863,,,,,,,,,,
14673,22887,,,14673,,,,,,,,,,
16785,22886,,,16785,,,,,,,,,,
13363,22883,,,13363,,,,,,,,,,
15620,22881,,,15620,,,,,,,,,,
16962,22879,,,16962,,,,,,,,,,
14278,22783,,,14278,,,,,,,,,,
16034,22823,,,16034,,,,,,,,,,
13578,22782,,,13578,,,,,,,,,,
13274,22802,,,13274,,,,,,,,,,
12775,90214Y,,,12775,,,,,,,,,,
13906,90214U,,,13906,,,,,,,,,,
16757,22955,,,16757,,,,,,,,,,
15773,22888,,,15773,,,,,,,,,,
15536,22953,,,15536,,,,,,,,,,
14271,22956,,,14271,,,,,,,,,,
15390,22833,,,15390,,,,,,,,,,
15940,90176B,,,15940,,,,,,,,,,
16639,22954,,,16639,,,,,,,,,,
12537,22822,,,12537,,,,,,,,,,
12505,22824,,,12505,,,,,,,,,,
14475,22831,,,14475,,,,,,,,,,
12563,90033,,,12563,,,,,,,,,,
12591,22966,,,12591,,,,,,,,,,
16188,22832,,,16188,,,,,,,,,,
16433,22829,,,16433,,,,,,,,,,
12353,90183A,,,12353,,,,,,,,,,
13547,90051,,,13547,,,,,,,,,,
17000,22722,,,17000,,,,,,,,,,
14281,90118,,,14281,,,,,,,,,,
15328,84402B,,,15328,,,,,,,,,,
12766,90101,,,12766,,,,,,,,,,
15285,44228,,,15285,,,,,,,,,,
16343,22923,,,16343,,,,,,,,,,
16183,22914,,,16183,,,,,,,,,,
13669,22913,,,13669,,,,,,,,,,
16265,22912,,,16265,,,,,,,,,,
14294,90204,,,14294,,,,,,,,,,
14834,22915,,,14834,,,,,,,,,,
16780,22922,,,16780,,,,,,,,,,
13780,22924,,,13780,,,,,,,,,,
17974,22926,,,17974,,,,,,,,,,
16635,22917,,,16635,,,,,,,,,,
15170,22969,,,15170,,,,,,,,,,
17334,22964,,,17334,,,,,,,,,,
17934,90127A,,,17934,,,,,,,,,,
17821,22965,,,17821,,,,,,,,,,
13282,22927,,,13282,,,,,,,,,,
13580,22921,,,13580,,,,,,,,,,
16058,22920,,,16058,,,,,,,,,,
14213,22916,,,14213,,,,,,,,,,
12608,22918,,,12608,,,,,,,,,,
12601,22925,,,12601,,,,,,,,,,
16724,22858,,,16724,,,,,,,,,,
18278,22919,,,18278,,,,,,,,,,
14848,22928,,,14848,,,,,,,,,,
13833,37477C,,,13833,,,,,,,,,,
15675,22988,,,15675,,,,,,,,,,
12347,22973,,,12347,,,,,,,,,,
17951,22929,,,17951,,,,,,,,,,
14429,90142D,,,14429,,,,,,,,,,
17306,22972,,,17306,,,,,,,,,,
16876,22975,,,16876,,,,,,,,,,
14777,22974,,,14777,,,,,,,,,,
15729,22976,,,15729,,,,,,,,,,
18127,22977,,,18127,,,,,,,,,,
12492,22962,,,12492,,,,,,,,,,
13359,22960,,,13359,,,,,,,,,,
13597,90011A,,,13597,,,,,,,,,,
14206,79151B,,,14206,,,,,,,,,,
17121,22930,,,17121,,,,,,,,,,
13607,22931,,,13607,,,,,,,,,,
13535,22932,,,13535,,,,,,,,,,
13937,22937,,,13937,,,,,,,,,,
13251,22936,,,13251,,,,,,,,,,
13453,22935,,,13453,,,,,,,,,,
12413,22933,,,12413,,,,,,,,,,
16016,22934,,,16016,,,,,,,,,,
13523,22826,,,13523,,,,,,,,,,
14733,22861,,,14733,,,,,,,,,,
17276,22723,,,17276,,,,,,,,,,
13310,22720,,,13310,,,,,,,,,,
17363,22721,,,17363,,,,,,,,,,
17170,90136,,,17170,,,,,,,,,,
12855,22970,,,12855,,,,,,,,,,
13215,22971,,,13215,,,,,,,,,,
15458,90022,,,15458,,,,,,,,,,
13331,23231,,,13331,,,,,,,,,,
12673,23230,,,12673,,,,,,,,,,
15915,22967,,,15915,,,,,,,,,,
16865,22957,,,16865,,,,,,,,,,
15336,23233,,,15336,,,,,,,,,,
12793,23232,,,12793,,,,,,,,,,
17420,23166,,,17420,,,,,,,,,,
13500,17028J,,,13500,,,,,,,,,,
15233,22989,,,15233,,,,,,,,,,
13686,22990,,,13686,,,,,,,,,,
15158,37413,,,15158,,,,,,,,,,
17254,90174,,,17254,,,,,,,,,,
16542,90055,,,16542,,,,,,,,,,
16178,22980,,,16178,,,,,,,,,,
15481,22993,,,15481,,,,,,,,,,
13034,23006,,,13034,,,,,,,,,,
13049,23004,,,13049,,,,,,,,,,
16712,23002,,,16712,,,,,,,,,,
16050,23003,,,16050,,,,,,,,,,
13987,23000,,,13987,,,,,,,,,,
15724,22994,,,15724,,,,,,,,,,
14737,22998,,,14737,,,,,,,,,,
15379,22991,,,15379,,,,,,,,,,
17702,22992,,,17702,,,,,,,,,,
12914,79063D,,,12914,,,,,,,,,,
13258,22999,,,13258,,,,,,,,,,
14447,22995,,,14447,,,,,,,,,,
17286,22996,,,17286,,,,,,,,,,
17977,22978,,,17977,,,,,,,,,,
13303,22997,,,13303,,,,,,,,,,
13172,23005,,,13172,,,,,,,,,,
13660,79062D,,,13660,,,,,,,,,,
13903,22351,,,13903,,,,,,,,,,
16228,23182,,,16228,,,,,,,,,,
13846,22979,,,13846,,,,,,,,,,
13646,23177,,,13646,,,,,,,,,,
13996,23193,,,13996,,,,,,,,,,
15560,23194,,,15560,,,,,,,,,,
16640,23176,,,16640,,,,,,,,,,
18083,22982,,,18083,,,,,,,,,,
17033,23126,,,17033,,,,,,,,,,
16931,23127,,,16931,,,,,,,,,,
14203,23128,,,14203,,,,,,,,,,
16559,23183,,,16559,,,,,,,,,,
16899,23179,,,16899,,,,,,,,,,
15996,23178,,,15996,,,,,,,,,,
12892,22981,,,12892,,,,,,,,,,
13138,23180,,,13138,,,,,,,,,,
17084,23049,,,17084,,,,,,,,,,
14927,23053,,,14927,,,,,,,,,,
14193,23054,,,14193,,,,,,,,,,
13967,23050,,,13967,,,,,,,,,,
16420,23052,,,16420,,,,,,,,,,
13738,23051,,,13738,,,,,,,,,,
17548,23185,,,17548,,,,,,,,,,
18098,23184,,,18098,,,,,,,,,,
13691,23181,,,13691,,,,,,,,,,
15635,23187,,,15635,,,,,,,,,,
17274,23186,,,17274,,,,,,,,,,
16223,79063C,,,16223,,,,,,,,,,
17208,23009,,,17208,,,,,,,,,,
17467,23007,,,17467,,,,,,,,,,
17983,23008,,,17983,,,,,,,,,,
16740,23010,,,16740,,,,,,,,,,
17878,23077,,,17878,,,,,,,,,,
14170,23076,,,14170,,,,,,,,,,
14899,23078,,,14899,,,,,,,,,,
14077,23159,,,14077,,,,,,,,,,
17374,23154,,,17374,,,,,,,,,,
13721,23156,,,13721,,,,,,,,,,
12927,23155,,,12927,,,,,,,,,,
13671,23158,,,13671,,,,,,,,,,
16358,23157,,,16358,,,,,,,,,,
15131,23254,,,15131,,,,,,,,,,
17756,23256,,,17756,,,,,,,,,,
15001,23255,,,15001,,,,,,,,,,
13096,90025A,,,13096,,,,,,,,,,
15529,37487B,,,15529,,,,,,,,,,
12739,23205,,,12739,,,,,,,,,,
15028,23201,,,15028,,,,,,,,,,
17288,23207,,,17288,,,,,,,,,,
17903,23199,,,17903,,,,,,,,,,
18280,23206,,,18280,,,,,,,,,,
15368,23204,,,15368,,,,,,,,,,
12666,23208,,,12666,,,,,,,,,,
16662,37468,,,16662,,,,,,,,,,
16786,23065,,,16786,,,,,,,,,,
15138,23060,,,15138,,,,,,,,,,
17688,23057,,,17688,,,,,,,,,,
16824,23066,,,16824,,,,,,,,,,
17423,23068,,,17423,,,,,,,,,,
16284,23075,,,16284,,,,,,,,,,
13226,23153,,,13226,,,,,,,,,,
17558,23073,,,17558,,,,,,,,,,
17815,23146,,,17815,,,,,,,,,,
17980,23061,,,17980,,,,,,,,,,
12803,23055,,,12803,,,,,,,,,,
18050,23056,,,18050,,,,,,,,,,
14600,23140,,,14600,,,,,,,,,,
13365,23141,,,13365,,,,,,,,,,
18054,23135,,,18054,,,,,,,,,,
15468,23132,,,15468,,,,,,,,,,
12868,23071,,,12868,,,,,,,,,,
12352,23152,,,12352,,,,,,,,,,
18007,23134,,,18007,,,,,,,,,,
17772,23133,,,17772,,,,,,,,,,
14082,23147,,,14082,,,,,,,,,,
13309,23148,,,13309,,,,,,,,,,
17210,23144,,,17210,,,,,,,,,,
12734,23142,,,12734,,,,,,,,,,
17803,23136,,,17803,,,,,,,,,,
13961,23139,,,13961,,,,,,,,,,
14024,23138,,,14024,,,,,,,,,,
14052,23150,,,14052,,,,,,,,,,
16687,23145,,,16687,,,,,,,,,,
17495,23253,,,17495,,,,,,,,,,
15269,23137,,,15269,,,,,,,,,,
13167,90135,,,13167,,,,,,,,,,
16074,23069,,,16074,,,,,,,,,,
14684,23131,,,14684,,,,,,,,,,
17544,23067,,,17544,,,,,,,,,,
18221,23163,,,18221,,,,,,,,,,
14559,23284,,,14559,,,,,,,,,,
15726,23283,,,15726,,,,,,,,,,
14382,23162,,,14382,,,,,,,,,,
14784,23048,,,14784,,,,,,,,,,
17992,23042,,,17992,,,,,,,,,,
14526,23041,,,14526,,,,,,,,,,
12991,23040,,,12991,,,,,,,,,,
13862,23064,,,13862,,,,,,,,,,
17106,23130,,,17106,,,,,,,,,,
13094,23160,,,13094,,,,,,,,,,
17633,23161,,,17633,,,,,,,,,,
16399,23164,,,16399,,,,,,,,,,
18084,23149,,,18084,,,,,,,,,,
16602,23143,,,16602,,,,,,,,,,
14189,23299,,,14189,,,,,,,,,,
12357,23298,,,12357,,,,,,,,,,
13353,23070,,,13353,,,,,,,,,,
12616,23151,,,12616,,,,,,,,,,
16083,23043,,,16083,,,,,,,,,,
14675,23045,,,14675,,,,,,,,,,
15235,23209,,,15235,,,,,,,,,,
17203,23200,,,17203,,,,,,,,,,
15968,23203,,,15968,,,,,,,,,,
13624,90076,,,13624,,,,,,,,,,
13458,23072,,,13458,,,,,,,,,,
13789,23202,,,13789,,,,,,,,,,
15161,23046,,,15161,,,,,,,,,,
15811,23047,,,15811,,,,,,,,,,
13158,23044,,,13158,,,,,,,,,,
14192,23282,,,14192,,,,,,,,,,
16829,23280,,,16829,,,,,,,,,,
18256,23190,,,18256,,,,,,,,,,
13237,23191,,,13237,,,,,,,,,,
14417,23175,,,14417,,,,,,,,,,
16386,23174,,,16386,,,,,,,,,,
16006,23173,,,16006,,,,,,,,,,
13549,23172,,,13549,,,,,,,,,,
12847,23171,,,12847,,,,,,,,,,
14811,23170,,,14811,,,,,,,,,,
16224,23081,,,16224,,,,,,,,,,
15515,23084,,,15515,,,,,,,,,,
17418,23281,,,17418,,,,,,,,,,
12890,23118,,,12890,,,,,,,,,,
18195,23096,,,18195,,,,,,,,,,
15649,23091,,,15649,,,,,,,,,,
17995,23094,,,17995,,,,,,,,,,
16250,23108,,,16250,,,,,,,,,,
14405,23080,,,14405,,,,,,,,,,
14446,23110,,,14446,,,,,,,,,,
13864,23192,,,13864,,,,,,,,,,
14614,23100,,,14614,,,,,,,,,,
17355,23102,,,17355,,,,,,,,,,
12807,23082,,,12807,,,,,,,,,,
16973,23093,,,16973,,,,,,,,,,
17659,23109,,,17659,,,,,,,,,,
17089,23103,,,17089,,,,,,,,,,
18160,23112,,,18160,,,,,,,,,,
17868,23111,,,17868,,,,,,,,,,
17532,23079,,,17532,,,,,,,,,,
14932,23167,,,14932,,,,,,,,,,
17269,23104,,,17269,,,,,,,,,,
16936,23168,,,16936,,,,,,,,,,
16599,23169,,,16599,,,,,,,,,,
16885,23165,,,16885,,,,,,,,,,
17433,23101,,,17433,,,,,,,,,,
17386,23089,,,17386,,,,,,,,,,
18035,23107,,,18035,,,,,,,,,,
15846,23106,,,15846,,,,,,,,,,
13124,23087,,,13124,,,,,,,,,,
16346,23088,,,16346,,,,,,,,,,
17648,23301,,,17648,,,,,,,,,,
17493,23300,,,17493,,,,,,,,,,
12967,23302,,,12967,,,,,,,,,,
12887,23090,,,12887,,,,,,,,,,
12728,23083,,,12728,,,,,,,,,,
15155,23092,,,15155,,,,,,,,,,
16367,23085,,,16367,,,,,,,,,,
17275,23099,,,17275,,,,,,,,,,
16501,23086,,,16501,,,,,,,,,,
17036,23129,,,17036,,,,,,,,,,
15350,90050,,,15350,,,,,,,,,,
13550,90141B,,,13550,,,,,,,,,,
15634,23228,,,15634,,,,,,,,,,
18210,23227,,,18210,,,,,,,,,,
17782,23444,,,17782,,,,,,,,,,
13086,23226,,,13086,,,,,,,,,,
14419,23214,,,14419,,,,,,,,,,
16424,23215,,,16424,,,,,,,,,,
16252,23210,,,16252,,,,,,,,,,
15525,23213,,,15525,,,,,,,,,,
16765,23212,,,16765,,,,,,,,,,
14048,23219,,,14048,,,,,,,,,,
16812,23224,,,16812,,,,,,,,,,
13651,23221,,,13651,,,,,,,,,,
15986,23211,,,15986,,,,,,,,,,
16821,23216,,,16821,,,,,,,,,,
17870,23217,,,17870,,,,,,,,,,
17458,23225,,,17458,,,,,,,,,,
17237,23275,,,17237,,,,,,,,,,
17570,23263,,,17570,,,,,,,,,,
17872,23309,,,17872,,,,,,,,,,
18047,23270,,,18047,,,,,,,,,,
14176,23307,,,14176,,,,,,,,,,
14252,23306,,,14252,,,,,,,,,,
18118,23308,,,18118,,,,,,,,,,
12434,23273,,,12434,,,,,,,,,,
17766,23274,,,17766,,,,,,,,,,
15864,23240,,,15864,,,,,,,,,,
13181,23238,,,13181,,,,,,,,,,
14972,23243,,,14972,,,,,,,,,,
17598,23245,,,17598,,,,,,,,,,
13843,23239,,,13843,,,,,,,,,,
15951,23236,,,15951,,,,,,,,,,
16357,23235,,,16357,,,,,,,,,,
17744,23241,,,17744,,,,,,,,,,
14458,23242,,,14458,,,,,,,,,,
18076,23247,,,18076,,,,,,,,,,
17601,23244,,,17601,,,,,,,,,,
15509,23237,,,15509,,,,,,,,,,
15902,23321,,,15902,,,,,,,,,,
16988,23310,,,16988,,,,,,,,,,
15987,23220,,,15987,,,,,,,,,,
14721,23266,,,14721,,,,,,,,,,
16874,23265,,,16874,,,,,,,,,,
15020,23264,,,15020,,,,,,,,,,
14487,23269,,,14487,,,,,,,,,,
15495,23268,,,15495,,,,,,,,,,
17989,23252,,,17989,,,,,,,,,,
14443,23322,,,14443,,,,,,,,,,
17882,23286,,,17882,,,,,,,,,,
12385,23338,,,12385,,,,,,,,,,
18161,23285,,,18161,,,,,,,,,,
15961,23288,,,15961,,,,,,,,,,
13626,23343,,,13626,,,,,,,,,,
12961,23271,,,12961,,,,,,,,,,
17556,23335,,,17556,,,,,,,,,,
18031,23339,,,18031,,,,,,,,,,
17283,23336,,,17283,,,,,,,,,,
17516,23337,,,17516,,,,,,,,,,
12538,23292,,,12538,,,,,,,,,,
17999,23291,,,17999,,,,,,,,,,
15914,23289,,,15914,,,,,,,,,,
15212,23290,,,15212,,,,,,,,,,
15037,23287,,,15037,,,,,,,,,,
17607,23188,,,17607,,,,,,,,,,
15583,23251,,,15583,,,,,,,,,,
18003,23249,,,18003,,,,,,,,,,
16893,23250,,,16893,,,,,,,,,,
13254,23229,,,13254,,,,,,,,,,
12996,23234,,,12996,,,,,,,,,,
12767,23012,,,12767,,,,,,,,,,
17722,23014,,,17722,,,,,,,,,,
17723,23035,,,17723,,,,,,,,,,
16545,23020,,,16545,,,,,,,,,,
15404,23032,,,15404,,,,,,,,,,
15540,23028,,,15540,,,,,,,,,,
17671,23031,,,17671,,,,,,,,,,
18034,23029,,,18034,,,,,,,,,,
16413,23033,,,16413,,,,,,,,,,
16194,23034,,,16194,,,,,,,,,,
17912,23013,,,17912,,,,,,,,,,
16355,23344,,,16355,,,,,,,,,,
12351,23022,,,12351,,,,,,,,,,
15828,23016,,,15828,,,,,,,,,,
17223,23026,,,17223,,,,,,,,,,
17468,23119,,,17468,,,,,,,,,,
13955,23123,,,13955,,,,,,,,,,
14414,23122,,,14414,,,,,,,,,,
15939,23120,,,15939,,,,,,,,,,
17826,23121,,,17826,,,,,,,,,,
17378,23124,,,17378,,,,,,,,,,
16473,23125,,,16473,,,,,,,,,,
17820,23039,,,17820,,,,,,,,,,
16552,23023,,,16552,,,,,,,,,,
15922,23019,,,15922,,,,,,,,,,
14594,23272,,,14594,,,,,,,,,,
15165,23036,,,15165,,,,,,,,,,
16274,23021,,,16274,,,,,,,,,,
12947,23198,,,12947,,,,,,,,,,
17855,23027,,,17855,,,,,,,,,,
17925,23015,,,17925,,,,,,,,,,
16244,23024,,,16244,,,,,,,,,,
14491,23223,,,14491,,,,,,,,,,
15923,23222,,,15923,,,,,,,,,,
16752,23197,,,16752,,,,,,,,,,
17964,23196,,,17964,,,,,,,,,,
17976,23267,,,17976,,,,,,,,,,
14775,23323,,,14775,,,,,,,,,,
16995,23315,,,16995,,,,,,,,,,
13011,23316,,,13011,,,,,,,,,,
14576,23342,,,14576,,,,,,,,,,
12738,23341,,,12738,,,,,,,,,,
12686,23037,,,12686,,,,,,,,,,
13370,23317,,,13370,,,,,,,,,,
12427,23017,,,12427,,,,,,,,,,
14589,23018,,,14589,,,,,,,,,,
17787,23025,,,17787,,,,,,,,,,
17198,23320,,,17198,,,,,,,,,,
15545,23574,,,15545,,,,,,,,,,
18156,23318,,,18156,,,,,,,,,,
15880,23319,,,15880,,,,,,,,,,
16402,90205A,,,16402,,,,,,,,,,
15894,23038,,,15894,,,,,,,,,,
12763,23313,,,12763,,,,,,,,,,
17674,23296,,,17674,,,,,,,,,,
15899,23294,,,15899,,,,,,,,,,
15919,23293,,,15919,,,,,,,,,,
15048,23295,,,15048,,,,,,,,,,
18113,23297,,,18113,,,,,,,,,,
13030,23311,,,13030,,,,,,,,,,
15018,23314,,,15018,,,,,,,,,,
18119,23312,,,18119,,,,,,,,,,
12386,90031,,,12386,,,,,,,,,,
12441,90141D,,,12441,,,,,,,,,,
18043,23550,,,18043,,,,,,,,,,
18269,23218,,,18269,,,,,,,,,,
13270,23549,,,13270,,,,,,,,,,
12942,23546,,,12942,,,,,,,,,,
13369,84857B,,,13369,,,,,,,,,,
15211,23545,,,15211,,,,,,,,,,
15881,23547,,,15881,,,,,,,,,,
14448,23548,,,14448,,,,,,,,,,
12753,84387A,,,12753,,,,,,,,,,
17917,16169E,,,17917,,,,,,,,,,
18004,23347,,,18004,,,,,,,,,,
16665,23345,,,16665,,,,,,,,,,
17937,23346,,,17937,,,,,,,,,,
16927,23340,,,16927,,,,,,,,,,
17303,23360,,,17303,,,,,,,,,,
17890,23359,,,17890,,,,,,,,,,
14150,23373,,,14150,,,,,,,,,,
13496,23436,,,13496,,,,,,,,,,
13221,23353,,,13221,,,,,,,,,,
17551,23354,,,17551,,,,,,,,,,
17214,23374,,,17214,,,,,,,,,,
17752,23438,,,17752,,,,,,,,,,
14373,23189,,,14373,,,,,,,,,,
18176,23349,,,18176,,,,,,,,,,
16816,23350,,,16816,,,,,,,,,,
14985,23352,,,14985,,,,,,,,,,
12551,23351,,,12551,,,,,,,,,,
15780,23324,,,15780,,,,,,,,,,
15204,23332,,,15204,,,,,,,,,,
12944,23329,,,12944,,,,,,,,,,
15460,23330,,,15460,,,,,,,,,,
16270,23334,,,16270,,,,,,,,,,
12515,23333,,,12515,,,,,,,,,,
12383,23328,,,12383,,,,,,,,,,
13817,23331,,,13817,,,,,,,,,,
12585,23327,,,12585,,,,,,,,,,
16112,23326,,,16112,,,,,,,,,,
15464,23325,,,15464,,,,,,,,,,
17634,23357,,,17634,,,,,,,,,,
12735,23358,,,12735,,,,,,,,,,
16567,23375,,,16567,,,,,,,,,,
12501,23356,,,12501,,,,,,,,,,
15139,23355,,,15139,,,,,,,,,,
12489,90176E,,,12489,,,,,,,,,,
18198,23437,,,18198,,,,,,,,,,
14889,23445,,,14889,,,,,,,,,,
17114,23439,,,17114,,,,,,,,,,
17128,23431,,,17128,,,,,,,,,,
17800,23433,,,17800,,,,,,,,,,
18032,23348,,,18032,,,,,,,,,,
16850,DOT,,,16850,,,,,,,,,,
12736,CRUK,,,12736,,,,,,,,,,
15749,23432,,,15749,,,,,,,,,,
17569,23376,,,17569,,,,,,,,,,
14270,23378,,,14270,,,,,,,,,,
14587,23551,,,14587,,,,,,,,,,
14185,23396,,,14185,,,,,,,,,,
15171,23395,,,15171,,,,,,,,,,
13284,23394,,,13284,,,,,,,,,,
15835,23407,,,15835,,,,,,,,,,
15510,23393,,,15510,,,,,,,,,,
15687,23427,,,15687,,,,,,,,,,
13385,23397,,,13385,,,,,,,,,,
15213,23377,,,15213,,,,,,,,,,
15033,23399,,,15033,,,,,,,,,,
17064,23411,,,17064,,,,,,,,,,
12626,23398,,,12626,,,,,,,,,,
14976,23404,,,14976,,,,,,,,,,
15316,23424,,,15316,,,,,,,,,,
18233,23406,,,18233,,,,,,,,,,
14242,23414,,,14242,,,,,,,,,,
16997,23405,,,16997,,,,,,,,,,
15395,23379,,,15395,,,,,,,,,,
14428,23381,,,14428,,,,,,,,,,
14090,23380,,,14090,,,,,,,,,,
15831,23402,,,15831,,,,,,,,,,
14779,23403,,,14779,,,,,,,,,,
16618,23426,,,16618,,,,,,,,,,
17277,23425,,,17277,,,,,,,,,,
13742,23412,,,13742,,,,,,,,,,
13068,23392,,,13068,,,,,,,,,,
14368,23400,,,14368,,,,,,,,,,
12559,23415,,,12559,,,,,,,,,,
14501,23417,,,14501,,,,,,,,,,
14782,23413,,,14782,,,,,,,,,,
15820,23409,,,15820,,,,,,,,,,
13396,23408,,,13396,,,,,,,,,,
16730,23401,,,16730,,,,,,,,,,
15052,23410,,,15052,,,,,,,,,,
13837,23559,,,13837,,,,,,,,,,
17118,23423,,,17118,,,,,,,,,,
13098,23421,,,13098,,,,,,,,,,
17786,23422,,,17786,,,,,,,,,,
16882,23418,,,16882,,,,,,,,,,
12764,23419,,,12764,,,,,,,,,,
16949,23435,,,16949,,,,,,,,,,
18125,23434,,,18125,,,,,,,,,,
13328,23391,,,13328,,,,,,,,,,
12574,23390,,,12574,,,,,,,,,,
14659,23389,,,14659,,,,,,,,,,
16897,23074,,,16897,,,,,,,,,,
15415,23388,,,15415,,,,,,,,,,
17431,23416,,,17431,,,,,,,,,,
14502,23058,,,14502,,,,,,,,,,
12528,23420,,,12528,,,,,,,,,,
16403,23113,,,16403,,,,,,,,,,
17619,35819P,,,17619,,,,,,,,,,
16745,23630,,,16745,,,,,,,,,,
13606,23503,,,13606,,,,,,,,,,
13494,23366,,,13494,,,,,,,,,,
12929,23367,,,12929,,,,,,,,,,
18202,23504,,,18202,,,,,,,,,,
14457,23371,,,14457,,,,,,,,,,
15589,23506,,,15589,,,,,,,,,,
14411,23502,,,14411,,,,,,,,,,
15226,23370,,,15226,,,,,,,,,,
16378,23493,,,16378,,,,,,,,,,
13894,23365,,,13894,,,,,,,,,,
18250,23369,,,18250,,,,,,,,,,
14188,23520,,,14188,,,,,,,,,,
17446,23511,,,17446,,,,,,,,,,
12350,23517,,,12350,,,,,,,,,,
17337,23368,,,17337,,,,,,,,,,
16405,23505,,,16405,,,,,,,,,,
12502,23372,,,12502,,,,,,,,,,
16333,23512,,,16333,,,,,,,,,,
16030,23515,,,16030,,,,,,,,,,
12464,23514,,,12464,,,,,,,,,,
17507,23518,,,17507,,,,,,,,,,
12754,23510,,,12754,,,,,,,,,,
14778,23508,,,14778,,,,,,,,,,
17517,23509,,,17517,,,,,,,,,,
13725,23507,,,13725,,,,,,,,,,
17291,23513,,,17291,,,,,,,,,,
15090,20678,,,15090,,,,,,,,,,
14842,23516,,,14842,,,,,,,,,,
17105,23519,,,17105,,,,,,,,,,
14438,23494,,,14438,,,,,,,,,,
15781,23461,,,15781,,,,,,,,,,
17302,23466,,,17302,,,,,,,,,,
17613,23469,,,17613,,,,,,,,,,
17162,23484,,,17162,,,,,,,,,,
15407,23114,,,15407,,,,,,,,,,
17859,23117,,,17859,,,,,,,,,,
15753,23115,,,15753,,,,,,,,,,
16951,23471,,,16951,,,,,,,,,,
17881,23116,,,17881,,,,,,,,,,
15843,23472,,,15843,,,,,,,,,,
17537,23470,,,17537,,,,,,,,,,
12401,23524,,,12401,,,,,,,,,,
12462,23535,,,12462,,,,,,,,,,
12561,23534,,,12561,,,,,,,,,,
16425,23541,,,16425,,,,,,,,,,
16842,23539,,,16842,,,,,,,,,,
18159,23522,,,18159,,,,,,,,,,
13171,23526,,,13171,,,,,,,,,,
16084,23533,,,16084,,,,,,,,,,
15236,23542,,,15236,,,,,,,,,,
13475,23528,,,13475,,,,,,,,,,
16738,23543,,,16738,,,,,,,,,,
13893,23530,,,13893,,,,,,,,,,
16431,23538,,,16431,,,,,,,,,,
16073,23521,,,16073,,,,,,,,,,
14760,23523,,,14760,,,,,,,,,,
16509,23531,,,16509,,,,,,,,,,
14386,23527,,,14386,,,,,,,,,,
12372,23483,,,12372,,,,,,,,,,
16494,23529,,,16494,,,,,,,,,,
14959,23536,,,14959,,,,,,,,,,
17175,23544,,,17175,,,,,,,,,,
13718,23532,,,13718,,,,,,,,,,
12654,23525,,,12654,,,,,,,,,,
18138,23540,,,18138,,,,,,,,,,
14371,23537,,,14371,,,,,,,,,,
12852,23500,,,12852,,,,,,,,,,
13489,23465,,,13489,,,,,,,,,,
13904,23501,,,13904,,,,,,,,,,
13932,90012A,,,13932,,,,,,,,,,
13951,23468,,,13951,,,,,,,,,,
16566,79157V,,,16566,,,,,,,,,,
14162,23448,,,14162,,,,,,,,,,
13301,23447,,,13301,,,,,,,,,,
14803,23446,,,14803,,,,,,,,,,
13744,23382,,,13744,,,,,,,,,,
12988,23660,,,12988,,,,,,,,,,
12707,23661,,,12707,,,,,,,,,,
18155,23564,,,18155,,,,,,,,,,
15146,23567,,,15146,,,,,,,,,,
12365,23487,,,12365,,,,,,,,,,
14520,23490,,,14520,,,,,,,,,,
13038,23453,,,13038,,,,,,,,,,
16349,23452,,,16349,,,,,,,,,,
18114,23451,,,18114,,,,,,,,,,
12845,23482,,,12845,,,,,,,,,,
16573,23459,,,16573,,,,,,,,,,
13184,23565,,,13184,,,,,,,,,,
15397,23456,,,15397,,,,,,,,,,
16394,23463,,,16394,,,,,,,,,,
17711,23464,,,17711,,,,,,,,,,
13865,23457,,,13865,,,,,,,,,,
14289,23455,,,14289,,,,,,,,,,
13149,23568,,,13149,,,,,,,,,,
18068,23566,,,18068,,,,,,,,,,
15932,23467,,,15932,,,,,,,,,,
15974,23479,,,15974,,,,,,,,,,
17830,23481,,,17830,,,,,,,,,,
12565,23458,,,12565,,,,,,,,,,
